,triple,doc_list,unique_doc,doc_count
19317,vaccine use brucellosis,[234.0],[234.0],1
19318,vaccine use cell,"[20.0, 135.0]","[20.0, 135.0]",2
19319,vaccine use china,[135.0],[135.0],1
19320,vaccine use cohort,"[449.0, 449.0]",[449.0],1
19321,vaccine use covid-19,[429.0],[429.0],1
19322,vaccine use cvb4,[173.0],[173.0],1
19323,vaccine use diphtheria,[420.0],[420.0],1
19324,vaccine use euml,"[420.0, 420.0, 420.0]",[420.0],1
19325,vaccine use ge,[135.0],[135.0],1
19326,vaccine use gmt043,[420.0],[420.0],1
19327,vaccine use gmt15354,[420.0],[420.0],1
19328,vaccine use gmt1944,[420.0],[420.0],1
19329,vaccine use hb02,[207.0],[207.0],1
19330,vaccine use hbv,"[115.0, 115.0]",[115.0],1
19331,vaccine use heart,[173.0],[173.0],1
19332,vaccine use hepb,[420.0],[420.0],1
19333,vaccine use immunization,[234.0],[234.0],1
19334,vaccine use infection,"[234.0, 449.0, 449.0]","[449.0, 234.0]",2
19335,vaccine use isolates,[56.0],[56.0],1
19336,vaccine use lineage-6b,[56.0],[56.0],1
19337,vaccine use nucleic acid,[173.0],[173.0],1
19338,vaccine use p,[234.0],[234.0],1
19339,vaccine use pancreas,[173.0],[173.0],1
19340,vaccine use paratuberculosis,[20.0],[20.0],1
19341,vaccine use pertussis,[420.0],[420.0],1
19342,vaccine use pig,"[53.0, 70.0, 234.0]","[234.0, 53.0, 70.0]",3
19343,vaccine use pre-vaccinated,[449.0],[449.0],1
19344,vaccine use rat,[377.0],[377.0],1
19345,vaccine use sweden,[135.0],[135.0],1
19346,vaccine use umea,[135.0],[135.0],1
19347,vaccine use wujiang,[135.0],[135.0],1
19348,vaccine vaccinate booster,[317.0],[317.0],1
19349,vaccine vaccinate chadox1,[0.0],[0.0],1
19350,vaccine vaccinate child,[335.0],[335.0],1
19351,vaccine vaccinate cohort,"[335.0, 449.0, 449.0]","[449.0, 335.0]",2
19352,vaccine vaccinate covid-19,[461.0],[461.0],1
19353,vaccine vaccinate delta,[461.0],[461.0],1
19354,vaccine vaccinate igg,[159.0],[159.0],1
19355,vaccine vaccinate immunity,[159.0],[159.0],1
19356,vaccine vaccinate infection,[449.0],[449.0],1
19357,vaccine vaccinate macaque,[435.0],[435.0],1
19358,vaccine vaccinate pb,[351.0],[351.0],1
19359,vaccine vaccinate resultsindividuals,[449.0],[449.0],1
19360,vaccine vaccinate rhesus,[435.0],[435.0],1
19361,vaccine vaccinate sars-cov-2,[435.0],[435.0],1
19362,vaccine vaccinate two,[449.0],[449.0],1
19363,vaccine vary cri,"[233.0, 233.0]",[233.0],1
19364,vaccine vary death,[233.0],[233.0],1
19365,vaccine vary infection,[233.0],[233.0],1
19366,vaccine-acquired induce immunity,[173.0],[173.0],1
19367,vaccine-induced decrease igg-positive,[74.0],[74.0],1
19368,vaccine-induced decrease patient,[74.0],[74.0],1
19369,vaccine-induced indicate methodsomicron,[462.0],[462.0],1
19370,vaccine-induced induce sars-cov-2,[195.0],[195.0],1
19371,vaccine-induced induce thrombocytopenia,"[33.0, 33.0, 33.0, 33.0]",[33.0],1
19372,vaccine-induced induce thrombocytopenia syndrome,"[33.0, 33.0]",[33.0],1
19373,vaccine-induced induce thrombosis,"[33.0, 33.0]",[33.0],1
19374,vaccine-induced induce thrombotic,"[33.0, 33.0]",[33.0],1
19375,vaccine-induced induce tt,"[33.0, 33.0]",[33.0],1
19376,vaccine-induced induce vaccine-associated,"[33.0, 33.0]",[33.0],1
19377,vaccine-induced observe optimal,[233.0],[233.0],1
19378,vaccine-preventable observe child,[186.0],[186.0],1
19379,vaccine-preventable observe measles-mumps-rubella,[186.0],[186.0],1
19380,vaccine-preventable observe mumps,[186.0],[186.0],1
19381,vaccine-preventable observe one-dose,[186.0],[186.0],1
19382,vaccine-recipients include fatigue,[61.0],[61.0],1
19383,vaccine-recipients report anaphylaxis,[61.0],[61.0],1
19384,vaccine-recipients report breathlessness,[61.0],[61.0],1
19385,vaccine-recipients report fatigue,[61.0],[61.0],1
19386,vaccine-recipients report flu-like,[61.0],[61.0],1
19387,vaccine-recipients report swelling,[61.0],[61.0],1
19388,vaccine-related aim covid-19,[130.0],[130.0],1
19389,vaccine-related aim malignancy,[130.0],[130.0],1
19390,vaccine-related aim thoracic,[130.0],[130.0],1
19391,vaccine-related associate ace2,[44.0],[44.0],1
19392,vaccine-related associate one,[44.0],[44.0],1
19393,vaccine-related associate p002,[44.0],[44.0],1
19394,vaccine-related associate p01,[44.0],[44.0],1
19395,vaccine-related associate vaccine,[44.0],[44.0],1
19396,vaccine-related boost blockade,[284.0],[284.0],1
19397,vaccine-related decline 267,[296.0],[296.0],1
19398,vaccine-related decline allergic,[296.0],[296.0],1
19399,vaccine-related observe 125,[130.0],[130.0],1
19400,vaccine-related observe 15204,[130.0],[130.0],1
19401,vaccine-related observe 388,[130.0],[130.0],1
19402,vaccine-related observe bnt162b2,[130.0],[130.0],1
19403,vaccine-related observe men,[130.0],[130.0],1
19404,vaccine-related observe mrna-1273,[130.0],[130.0],1
19405,vaccine-related observe p0019,[130.0],[130.0],1
19406,vaccine-related observe p0026,[130.0],[130.0],1
19407,vaccine-related observe vaccine,"[130.0, 130.0]",[130.0],1
19408,vaccine-related receive five,[470.0],[470.0],1
19409,vaccine-related relate 125,[130.0],[130.0],1
19410,vaccine-related relate 15204,[130.0],[130.0],1
19411,vaccine-related relate 232,[130.0],[130.0],1
19412,vaccine-related relate 388,[130.0],[130.0],1
19413,vaccine-related relate ace2,[44.0],[44.0],1
19414,vaccine-related relate bnt162b2,[130.0],[130.0],1
19415,vaccine-related relate covid-19,[130.0],[130.0],1
19416,vaccine-related relate men,[130.0],[130.0],1
19417,vaccine-related relate mrna-1273,[130.0],[130.0],1
19418,vaccine-related relate one,[44.0],[44.0],1
19419,vaccine-related relate p0019,[130.0],[130.0],1
19420,vaccine-related relate p002,[44.0],[44.0],1
19421,vaccine-related relate p0026,[130.0],[130.0],1
19422,vaccine-related relate p01,[44.0],[44.0],1
19423,vaccine-related relate patient,[130.0],[130.0],1
19424,vaccine-related relate vaccine,"[44.0, 130.0, 130.0]","[130.0, 44.0]",2
19425,vaccine-related relate woman,[130.0],[130.0],1
19426,vaccinee document death,[36.0],[36.0],1
19427,vaccinee induce infection,[174.0],[174.0],1
19428,vaccinee relate coronavirus,[36.0],[36.0],1
19429,vaccinee relate covid-19-related,[36.0],[36.0],1
19430,vaccinee relate death,[36.0],[36.0],1
19431,vaccinee relate sars-cov-2,[36.0],[36.0],1
19432,vaccinee show wh1 strain,[274.0],[274.0],1
19433,vaccinia develop prrsv,[53.0],[53.0],1
19434,vaccinia use antigen,[115.0],[115.0],1
19435,vaccinia use hbv,[115.0],[115.0],1
19436,vacv develop prrsv,[53.0],[53.0],1
19437,vaxzevria document death,[36.0],[36.0],1
19438,vaxzevria relate coronavirus,[36.0],[36.0],1
19439,vaxzevria relate covid-19-related,[36.0],[36.0],1
19440,vaxzevria relate death,[36.0],[36.0],1
19441,vaxzevria relate sars-cov-2,[36.0],[36.0],1
19442,vea adjust 100,[133.0],[133.0],1
19443,vea adjust 261,[133.0],[133.0],1
19444,vea adjust 268,[133.0],[133.0],1
19445,vea adjust 739,[133.0],[133.0],1
19446,vea adjust hcp,[133.0],[133.0],1
19447,vea prevent 100,[133.0],[133.0],1
19448,vea prevent 261,[133.0],[133.0],1
19449,vea prevent 268,[133.0],[133.0],1
19450,vea prevent 739,[133.0],[133.0],1
19451,vea prevent hcp,[133.0],[133.0],1
19452,vea test 384-895,[133.0],[133.0],1
19453,vea use 261,[133.0],[133.0],1
19454,vea use 739,[133.0],[133.0],1
19455,vector-regimens boost mrna,[11.0],[11.0],1
19456,vector-regimens boost vaccine,[11.0],[11.0],1
19457,vectormrna-boosting boost mrna,[11.0],[11.0],1
19458,vectormrna-boosting boost vaccine,[11.0],[11.0],1
19459,venous diagnose 0,[403.0],[403.0],1
19460,venous diagnose 4heparin,[403.0],[403.0],1
19461,venous diagnose antibody,[403.0],[403.0],1
19462,venous diagnose platelet,[403.0],[403.0],1
19463,venous diagnose thrombocytopenia,[403.0],[403.0],1
19464,venous observe adenoviral,[178.0],[178.0],1
19465,venous observe chadox1,[178.0],[178.0],1
19466,venous observe coronavirus,[178.0],[178.0],1
19467,venous observe covid-19,[178.0],[178.0],1
19468,venous observe ncov-19,[178.0],[178.0],1
19469,venous observe vaccine,[178.0],[178.0],1
19470,venous outflow cause cava,[3.0],[3.0],1
19471,venous outflow cause hepatic venules,[3.0],[3.0],1
19472,venous outflow cause inferior,[3.0],[3.0],1
19473,venous outflow cause vena,[3.0],[3.0],1
19474,venous sinus use ad26cov2s,[402.0],[402.0],1
19475,venous sinus use chadox1,[402.0],[402.0],1
19476,venous sinus use covid-19,[402.0],[402.0],1
19477,venous sinus use ncov-19,[402.0],[402.0],1
19478,venous sinus use vaccine,[402.0],[402.0],1
19479,ventricular induce one-month,[327.0],[327.0],1
19480,vi-tcv establish 243,[378.0],[378.0],1
19481,vi-tcv include 243,[378.0],[378.0],1
19482,vi-tcv include child,[378.0],[378.0],1
19483,vice transition injection,[100.0],[100.0],1
19484,vice transition p,[100.0],[100.0],1
19485,vidas3 range 051-095,[39.0],[39.0],1
19486,vipit coin antibody,[482.0],[482.0],1
19487,vipit coin chadox1,[482.0],[482.0],1
19488,vipit coin ncov-19,[482.0],[482.0],1
19489,vipit coin platelet,[482.0],[482.0],1
19490,vipit coin vaccine,[482.0],[482.0],1
19491,vipit induce antibody,[482.0],[482.0],1
19492,vipit induce chadox1,[482.0],[482.0],1
19493,vipit induce immunoglobulin,[482.0],[482.0],1
19494,vipit induce ivig,[482.0],[482.0],1
19495,vipit induce ncov-19,[482.0],[482.0],1
19496,vipit induce platelet,[482.0],[482.0],1
19497,vipit induce vaccine,[482.0],[482.0],1
19498,vipit reflect antibody,[482.0],[482.0],1
19499,vipit reflect chadox1,[482.0],[482.0],1
19500,vipit reflect ncov-19,[482.0],[482.0],1
19501,vipit reflect vaccine,[482.0],[482.0],1
19502,vir25 detect 278,[328.0],[328.0],1
19503,vir25 detect 292,[328.0],[328.0],1
19504,vir25 detect igg,[328.0],[328.0],1
19505,vir25 detect pvmsp1-19,[328.0],[328.0],1
19506,viral continue adult,[386.0],[386.0],1
19507,viral continue allergic rhinitis,[420.0],[420.0],1
19508,viral continue asthma,"[420.0, 420.0]",[420.0],1
19509,viral continue asthma exacerbations,[420.0],[420.0],1
19510,viral continue asthma therapies,[420.0],[420.0],1
19511,viral continue asthmatic,"[420.0, 420.0, 420.0]",[420.0],1
19512,viral continue covid-19,"[420.0, 420.0]",[420.0],1
19513,viral continue covid-19-infected,[420.0],[420.0],1
19514,viral continue influenza,"[420.0, 420.0, 420.0]",[420.0],1
19515,viral continue patient,[420.0],[420.0],1
19516,viral continue rhinovirus,"[420.0, 420.0]",[420.0],1
19517,viral continue sars-cov-2,[386.0],[386.0],1
19518,viral continue upper-respiratory tract,[420.0],[420.0],1
19519,viral continue vaccine,"[420.0, 420.0]",[420.0],1
19520,viral continue virus diseases,[420.0],[420.0],1
19521,viral emerge sars-cov-2,[386.0],[386.0],1
19522,viral infection consider organ,[162.0],[162.0],1
19523,viral infection consider patient,[162.0],[162.0],1
19524,viral infection consider recipient,[162.0],[162.0],1
19525,viral infections neutralize blood,"[411.0, 411.0]",[411.0],1
19526,viral infections neutralize cd4,[411.0],[411.0],1
19527,viral infections neutralize infection,[411.0],[411.0],1
19528,viral infections neutralize lung,[411.0],[411.0],1
19529,viral infections neutralize monocyte,[411.0],[411.0],1
19530,viral infections neutralize peripheral,[411.0],[411.0],1
19531,viral infections neutralize pro-inflammatory,[411.0],[411.0],1
19532,viral infections neutralize proliferating,[411.0],[411.0],1
19533,viral infections neutralize sars-cov-2,"[411.0, 411.0]",[411.0],1
19534,viral infections neutralize vaccine,[411.0],[411.0],1
19535,viral infections see blood,"[411.0, 411.0]",[411.0],1
19536,viral infections see cd4,[411.0],[411.0],1
19537,viral infections see infection,[411.0],[411.0],1
19538,viral infections see lung,[411.0],[411.0],1
19539,viral infections see monocyte,[411.0],[411.0],1
19540,viral infections see peripheral,[411.0],[411.0],1
19541,viral infections see pro-inflammatory,[411.0],[411.0],1
19542,viral infections see proliferating,[411.0],[411.0],1
19543,viral infections see sars-cov-2,[411.0],[411.0],1
19544,viral replace allergic rhinitis,[420.0],[420.0],1
19545,viral replace asthma,"[420.0, 420.0]",[420.0],1
19546,viral replace asthma exacerbations,"[420.0, 420.0]",[420.0],1
19547,viral replace asthma therapies,[420.0],[420.0],1
19548,viral replace asthmatic,"[420.0, 420.0, 420.0]",[420.0],1
19549,viral replace covid-19,"[420.0, 420.0]",[420.0],1
19550,viral replace covid-19-infected,[420.0],[420.0],1
19551,viral replace influenza,"[420.0, 420.0, 420.0]",[420.0],1
19552,viral replace patient,[420.0],[420.0],1
19553,viral replace rhinovirus,"[420.0, 420.0]",[420.0],1
19554,viral replace upper-respiratory tract,[420.0],[420.0],1
19555,viral replace vaccine,"[420.0, 420.0]",[420.0],1
19556,viral replace virus diseases,[420.0],[420.0],1
19557,vircell-igg test diasorin-igg,[124.0],[124.0],1
19558,vircell-igg test igg,[124.0],[124.0],1
19559,vircell-igg test nab,[124.0],[124.0],1
19560,vircell-igg test sars-cov-2,[124.0],[124.0],1
19561,vircell-igg test surrogate,[124.0],[124.0],1
19562,vircell-igg test yhlo-nab,[124.0],[124.0],1
19563,virion randomize suspension,[176.0],[176.0],1
19564,virus continue adult,[386.0],[386.0],1
19565,virus continue sars-cov-2,[386.0],[386.0],1
19566,virus emerge sars-cov-2,[386.0],[386.0],1
19567,virus induce child,[101.0],[101.0],1
19568,virus induce covid-19,[101.0],[101.0],1
19569,virus induce immunity,[101.0],[101.0],1
19570,virus infection affect heart,[138.0],[138.0],1
19571,virus infection affect organ,[138.0],[138.0],1
19572,virus-specific induce cd8 cells,[67.0],[67.0],1
19573,virus-specific induce patient,[67.0],[67.0],1
19574,virus-specific induce th1,[67.0],[67.0],1
19575,vitamin die dementia cerebrovascular,"[244.0, 474.0]","[474.0, 244.0]",2
19576,vitamin die heart failure,"[244.0, 474.0]","[474.0, 244.0]",2
19577,vitamin die inhibitor,"[244.0, 474.0]","[474.0, 244.0]",2
19578,vitamin die obesity,"[244.0, 474.0]","[474.0, 244.0]",2
19579,vitamin die patient,"[244.0, 474.0]","[474.0, 244.0]",2
19580,vitamin die sglt-2,"[244.0, 474.0]","[474.0, 244.0]",2
19581,vitt receive hitt,[33.0],[33.0],1
19582,vivax provide erythrocyte,[315.0],[315.0],1
19583,vivax provide human,"[315.0, 315.0]",[315.0],1
19584,vivo emerge b cell,[399.0],[399.0],1
19585,vivo emerge cmv,[399.0],[399.0],1
19586,vivo emerge cmv-specific,[399.0],[399.0],1
19587,vivo emerge remission,[399.0],[399.0],1
19588,vivo hamper b cell,[399.0],[399.0],1
19589,vivo hamper cmv,[399.0],[399.0],1
19590,vivo hamper cmv-specific,[399.0],[399.0],1
19591,vivo hamper remission,[399.0],[399.0],1
19592,volunteer affect cancer,[14.0],[14.0],1
19593,volunteer base chiromas,[106.0],[106.0],1
19594,volunteer base covid-19,[106.0],[106.0],1
19595,volunteer base influenza,[106.0],[106.0],1
19596,volunteer continue adenoma,[309.0],[309.0],1
19597,volunteer develop hcv-hiv-1,[409.0],[409.0],1
19598,volunteer develop vaccine,[409.0],[409.0],1
19599,volunteer induce chiromas,[106.0],[106.0],1
19600,volunteer induce consortium,[106.0],[106.0],1
19601,volunteer induce covid-19,[106.0],[106.0],1
19602,volunteer induce influenza,[106.0],[106.0],1
19603,volunteer induce saccharomyces,[106.0],[106.0],1
19604,volunteer induce selenium,[106.0],[106.0],1
19605,volunteer induce zinc,[106.0],[106.0],1
19606,volunteer observe chiromas,[106.0],[106.0],1
19607,volunteer observe consortium,[106.0],[106.0],1
19608,volunteer observe covid-19,[106.0],[106.0],1
19609,volunteer observe influenza,[106.0],[106.0],1
19610,volunteer observe saccharomyces,[106.0],[106.0],1
19611,volunteer observe selenium,[106.0],[106.0],1
19612,volunteer observe turkey,[176.0],[176.0],1
19613,volunteer observe zinc,[106.0],[106.0],1
19614,volunteer randomize 55-75,[309.0],[309.0],1
19615,volunteer randomize adult,[309.0],[309.0],1
19616,volunteer randomize sars-cov-2,[176.0],[176.0],1
19617,volunteer randomize turkey,[176.0],[176.0],1
19618,volunteer receive chiromas,[106.0],[106.0],1
19619,volunteer receive covid-19,[106.0],[106.0],1
19620,volunteer receive influenza,[106.0],[106.0],1
19621,volunteer receive selenium,[106.0],[106.0],1
19622,volunteer receive zinc,[106.0],[106.0],1
19623,vomiting include chest,[355.0],[355.0],1
19624,vomiting include cough,[355.0],[355.0],1
19625,vomiting include pertussis,[355.0],[355.0],1
19626,vomiting include pneumoniaconsolidationatelectasis,[355.0],[355.0],1
19627,vomiting observe fever,[398.0],[398.0],1
19628,vomiting receive 3-month-old,[355.0],[355.0],1
19629,vomiting report 3-month-old,[355.0],[355.0],1
19630,vomiting report hypoxemia,[355.0],[355.0],1
19631,vomiting report pneumonia,[355.0],[355.0],1
19632,vp1 indicate antibody,[173.0],[173.0],1
19633,vp6 collect 5417,[92.0],[92.0],1
19634,vp6 collect plant,[92.0],[92.0],1
19635,vp6 collect wwtps,[92.0],[92.0],1
19636,vp8 show two,[92.0],[92.0],1
19637,vp8 show vaccine,[92.0],[92.0],1
19638,wanfang explore cochrane,[132.0],[132.0],1
19639,weakness indicate appetite,[352.0],[352.0],1
19640,weakness indicate brain,[352.0],[352.0],1
19641,weakness indicate dizziness,[352.0],[352.0],1
19642,weakness indicate muscle spasm,[352.0],[352.0],1
19643,weakness indicate rash,[352.0],[352.0],1
19644,weakness indicate symptom,[352.0],[352.0],1
19645,weakness report appetite,[352.0],[352.0],1
19646,weakness report brain,[352.0],[352.0],1
19647,weakness report chill,[352.0],[352.0],1
19648,weakness report dizziness,[352.0],[352.0],1
19649,weakness report fever,[352.0],[352.0],1
19650,weakness report injection,[352.0],[352.0],1
19651,weakness report joint,[352.0],[352.0],1
19652,weakness report muscle spasm,[352.0],[352.0],1
19653,weakness report myalgia,[352.0],[352.0],1
19654,weakness report nausea,[352.0],[352.0],1
19655,weakness report pain,[352.0],[352.0],1
19656,weakness report rash,[352.0],[352.0],1
19657,weakness report swelling,[352.0],[352.0],1
19658,weakness report symptom,[352.0],[352.0],1
19659,weakness understudy appetite,[352.0],[352.0],1
19660,weakness understudy brain,[352.0],[352.0],1
19661,weakness understudy muscle spasm,[352.0],[352.0],1
19662,weakness understudy rash,[352.0],[352.0],1
19663,weakness understudy symptom,[352.0],[352.0],1
19664,west flush death,[404.0],[404.0],1
19665,west flush vaccine,[404.0],[404.0],1
19666,west provide three,[439.0],[439.0],1
19667,wheezing include quality life,[256.0],[256.0],1
19668,whole-cell test b,[346.0],[346.0],1
19669,whole-cell test immunity,[346.0],[346.0],1
19670,whole-cell test isolates,[346.0],[346.0],1
19671,whole-cell test lung,[346.0],[346.0],1
19672,whole-cell test pertussis,[346.0],[346.0],1
19673,whole-virion collect b1351,[219.0],[219.0],1
19674,whole-virion collect bbv152,[219.0],[219.0],1
19675,whole-virion collect sars-cov-2,[219.0],[219.0],1
19676,whole-virion collect vaccine,[219.0],[219.0],1
19677,whole-virion collect voc,[219.0],[219.0],1
19678,whole-virion receive b1351,[219.0],[219.0],1
19679,whole-virion receive voc,[219.0],[219.0],1
19680,wiv04 follow 648,[207.0],[207.0],1
19681,wiv04 follow hb02,[207.0],[207.0],1
19682,wiv04 provide 648,[207.0],[207.0],1
19683,wiv04 provide hb02,[207.0],[207.0],1
19684,wiv04 receive 648,[207.0],[207.0],1
19685,wiv04 receive alum-only,[207.0],[207.0],1
19686,wiv04 receive hb02,[207.0],[207.0],1
19687,wiv04 use 4,[207.0],[207.0],1
19688,wiv04 use 458,"[207.0, 207.0]",[207.0],1
19689,wiv04 use 459,[207.0],[207.0],1
19690,wiv04 use 465,[207.0],[207.0],1
19691,wiv04 use alum,"[207.0, 207.0]",[207.0],1
19692,wiv04 use aluminum hydroxide,"[207.0, 207.0]",[207.0],1
19693,wiv04 use hb02,[207.0],[207.0],1
19694,wll show liposomal,[282.0],[282.0],1
19695,wmd need 185,[268.0],[268.0],1
19696,wmd need patient,[268.0],[268.0],1
19697,wnt7a show anti-paad,[250.0],[250.0],1
19698,wnt7a show antigen,[250.0],[250.0],1
19699,wnt7a show is5,[250.0],[250.0],1
19700,wnt7a show mrna,[250.0],[250.0],1
19701,wnt7a show patient,[250.0],[250.0],1
19702,wnt7a show tumor,[250.0],[250.0],1
19703,wnt7a show vaccine,[250.0],[250.0],1
19704,woman activate covid-19,[325.0],[325.0],1
19705,woman activate patient,[325.0],[325.0],1
19706,woman activate symptom,[325.0],[325.0],1
19707,woman appear vaccine,[180.0],[180.0],1
19708,woman associate antigen,[12.0],[12.0],1
19709,woman associate fragility fracture,[262.0],[262.0],1
19710,woman associate three,[262.0],[262.0],1
